"NCBI","POS","fst_LB","fst_SB","fst_PL","highest","chrom","start","end"
"NC_036838.1",40570000,0.267137,0,0.0506698,0.267137,"chr036838.1",40520001,40620000
"NC_036838.1",40580000,0.262574,0,0.0602484,0.262574,"chr036838.1",40530001,40630000
"NC_036838.1",40590000,0.25111,0,0.0646195,0.25111,"chr036838.1",40540001,40640000
"NC_036838.1",40600000,0.211917,0,0.0708538,0.211917,"chr036838.1",40550001,40650000
"NC_036838.1",41070000,0.205996,0.000320574,0.0480713,0.205996,"chr036838.1",41020001,41120000
"NC_036838.1",41080000,0.206378,0.00199278,0.0468563,0.206378,"chr036838.1",41030001,41130000
"NC_036838.1",41090000,0.351242,0.0259757,0.0616267,0.351242,"chr036838.1",41040001,41140000
"NC_036838.1",41100000,0.424858,0.0728886,0.0740786,0.424858,"chr036838.1",41050001,41150000
"NC_036838.1",41110000,0.382798,0.0655065,0.0994581,0.382798,"chr036838.1",41060001,41160000
"NC_036838.1",41120000,0.409986,0.0663662,0.0873363,0.409986,"chr036838.1",41070001,41170000
"NC_036838.1",41130000,0.431302,0.076562,0.0669507,0.431302,"chr036838.1",41080001,41180000
"NC_036838.1",41140000,0.428012,0.0672001,0.062633,0.428012,"chr036838.1",41090001,41190000
"NC_036838.1",41150000,0.417706,0.0732935,0.0557183,0.417706,"chr036838.1",41100001,41200000
"NC_036838.1",41160000,0.44419,0.0505943,0.0499015,0.44419,"chr036838.1",41110001,41210000
"NC_036838.1",41170000,0.445232,0.0187058,0.0575809,0.445232,"chr036838.1",41120001,41220000
"NC_036838.1",41180000,0.433513,0.0213418,0.0511175,0.433513,"chr036838.1",41130001,41230000
"NC_036838.1",41190000,0.42351,0.0155895,0.0531542,0.42351,"chr036838.1",41140001,41240000
"NC_036838.1",41200000,0.430405,0,0.0483579,0.430405,"chr036838.1",41150001,41250000
"NC_036838.1",41210000,0.478326,0,0.0109624,0.478326,"chr036838.1",41160001,41260000
"NC_036838.1",41220000,0.393327,0,0.0128063,0.393327,"chr036838.1",41170001,41270000
"NC_036838.1",41230000,0.393144,0,0.018084,0.393144,"chr036838.1",41180001,41280000
"NC_036838.1",41240000,0.415682,0,0.0239596,0.415682,"chr036838.1",41190001,41290000
"NC_036838.1",41250000,0.355915,0,0.0234274,0.355915,"chr036838.1",41200001,41300000
"NC_036838.1",41260000,0.300538,0.0060068,0.0266642,0.300538,"chr036838.1",41210001,41310000
"NC_036838.1",41270000,0.224249,0.0116686,0.000421977,0.224249,"chr036838.1",41220001,41320000
"NC_036838.1",41280000,0.20415,0.00664824,0.00402165,0.20415,"chr036838.1",41230001,41330000
"NC_036838.1",41290000,0.215091,0.00842181,0.00602622,0.215091,"chr036838.1",41240001,41340000
"NC_036838.1",41400000,0.234745,0,0.00738438,0.234745,"chr036838.1",41350001,41450000
"NC_036838.1",41410000,0.246411,0.00224161,0,0.246411,"chr036838.1",41360001,41460000
"NC_036838.1",41420000,0.246546,0.00249508,0.00247678,0.246546,"chr036838.1",41370001,41470000
"NC_036838.1",41430000,0.230182,0.00822899,0,0.230182,"chr036838.1",41380001,41480000
"NC_036838.1",41440000,0.228995,0.00966478,0,0.228995,"chr036838.1",41390001,41490000
"NC_036838.1",41450000,0.249661,0.0428252,0,0.249661,"chr036838.1",41400001,41500000
"NC_036838.1",41460000,0.223801,0.0510405,0,0.223801,"chr036838.1",41410001,41510000
"NC_036838.1",41470000,0.252081,0.105342,0,0.252081,"chr036838.1",41420001,41520000
"NC_036838.1",41480000,0.227514,0.109827,0,0.227514,"chr036838.1",41430001,41530000
"NC_036838.1",42370000,0,0.203107,0.0384178,0.203107,"chr036838.1",42320001,42420000
"NC_036838.1",42380000,0,0.207067,0.041932,0.207067,"chr036838.1",42330001,42430000
"NC_036838.1",42390000,0,0.216553,0.0481365,0.216553,"chr036838.1",42340001,42440000
"NC_036838.1",42400000,0,0.204214,0.0492818,0.204214,"chr036838.1",42350001,42450000
"NC_036838.1",44530000,0,0.226932,0,0.226932,"chr036838.1",44480001,44580000
"NC_036838.1",44540000,0,0.234613,0,0.234613,"chr036838.1",44490001,44590000
"NC_036838.1",52420000,0.220086,0,0,0.220086,"chr036838.1",52370001,52470000
"NC_036838.1",52430000,0.271245,0,0,0.271245,"chr036838.1",52380001,52480000
"NC_036838.1",52440000,0.255692,0,0,0.255692,"chr036838.1",52390001,52490000
"NC_036838.1",52450000,0.247702,0,0,0.247702,"chr036838.1",52400001,52500000
"NC_036838.1",52460000,0.241299,0,0,0.241299,"chr036838.1",52410001,52510000
"NC_036838.1",52470000,0.262457,0,0,0.262457,"chr036838.1",52420001,52520000
"NC_036838.1",52480000,0.227958,0,0,0.227958,"chr036838.1",52430001,52530000
"NC_036838.1",52490000,0.210952,0,0,0.210952,"chr036838.1",52440001,52540000
"NC_036838.1",52500000,0.211761,0,0,0.211761,"chr036838.1",52450001,52550000
"NC_036838.1",52510000,0.199159,0,0,0.199159,"chr036838.1",52460001,52560000
"NC_036838.1",55090000,0,0.201087,0,0.201087,"chr036838.1",55040001,55140000
"NC_036838.1",55100000,0,0.275062,0,0.275062,"chr036838.1",55050001,55150000
"NC_036838.1",55110000,0,0.237345,0,0.237345,"chr036838.1",55060001,55160000
"NC_036838.1",55120000,0,0.212991,0,0.212991,"chr036838.1",55070001,55170000
"NC_036838.1",55130000,0,0.20043,0,0.20043,"chr036838.1",55080001,55180000
"NC_036838.1",55940000,0.253757,0.098153,0.233022,0.253757,"chr036838.1",55890001,55990000
"NC_036838.1",55980000,0.200973,0.140809,0.180121,0.200973,"chr036838.1",55930001,56030000
"NC_036838.1",55990000,0.224346,0.180004,0.215895,0.224346,"chr036838.1",55940001,56040000
"NC_036838.1",5.6e+07,0.226708,0.17424,0.208608,0.226708,"chr036838.1",55950001,56050000
"NC_036838.1",56010000,0.21366,0.162167,0.186104,0.21366,"chr036838.1",55960001,56060000
"NC_036838.1",57590000,0.00141119,0.228346,0,0.228346,"chr036838.1",57540001,57640000
"NC_036838.1",57600000,0.0055651,0.219768,0,0.219768,"chr036838.1",57550001,57650000
"NC_036838.1",57610000,0.00866996,0.238872,0,0.238872,"chr036838.1",57560001,57660000
"NC_036838.1",57620000,0.0145,0.250533,0,0.250533,"chr036838.1",57570001,57670000
"NC_036838.1",57630000,0.0222904,0.263023,0,0.263023,"chr036838.1",57580001,57680000
"NC_036838.1",57640000,0.0290056,0.242183,0,0.242183,"chr036838.1",57590001,57690000
"NC_036839.1",1040000,0.204378,0,0.0364308,0.204378,"chr036839.1",990001,1090000
"NC_036839.1",1050000,0.211488,0,0.0402206,0.211488,"chr036839.1",1000001,1100000
"NC_036839.1",1060000,0.215548,0,0.0394556,0.215548,"chr036839.1",1010001,1110000
"NC_036839.1",1070000,0.218707,0.00581342,0.060712,0.218707,"chr036839.1",1020001,1120000
"NC_036839.1",1150000,0.25016,0.242216,0.292095,0.292095,"chr036839.1",1100001,1200000
"NC_036839.1",1160000,0.25944,0.26292,0.288512,0.288512,"chr036839.1",1110001,1210000
"NC_036839.1",1170000,0.2496,0.258148,0.281313,0.281313,"chr036839.1",1120001,1220000
"NC_036839.1",1180000,0.261552,0.291345,0.288244,0.291345,"chr036839.1",1130001,1230000
"NC_036839.1",1190000,0.277822,0.302094,0.324992,0.324992,"chr036839.1",1140001,1240000
"NC_036839.1",1200000,0.284643,0.305752,0.339455,0.339455,"chr036839.1",1150001,1250000
"NC_036839.1",1210000,0.31762,0.348135,0.364532,0.364532,"chr036839.1",1160001,1260000
"NC_036839.1",1220000,0.314249,0.346196,0.365361,0.365361,"chr036839.1",1170001,1270000
"NC_036839.1",1230000,0.306444,0.341324,0.366746,0.366746,"chr036839.1",1180001,1280000
"NC_036839.1",1240000,0.288223,0.344554,0.388175,0.388175,"chr036839.1",1190001,1290000
"NC_036839.1",1250000,0.165001,0.275544,0.360014,0.360014,"chr036839.1",1200001,1300000
"NC_036839.1",1260000,0.141899,0.193899,0.322113,0.322113,"chr036839.1",1210001,1310000
"NC_036839.1",1270000,0.125416,0.159872,0.282736,0.282736,"chr036839.1",1220001,1320000
"NC_036839.1",1280000,0.113277,0.142341,0.28593,0.28593,"chr036839.1",1230001,1330000
"NC_036839.1",1290000,0.0824272,0.1205,0.288931,0.288931,"chr036839.1",1240001,1340000
"NC_036839.1",1300000,0.0299171,0.105176,0.307924,0.307924,"chr036839.1",1250001,1350000
"NC_036839.1",1310000,0.0426049,0.0895693,0.291552,0.291552,"chr036839.1",1260001,1360000
"NC_036839.1",1320000,0.0405318,0.0870523,0.293414,0.293414,"chr036839.1",1270001,1370000
"NC_036839.1",1330000,0.0422612,0.0796175,0.293719,0.293719,"chr036839.1",1280001,1380000
"NC_036839.1",1340000,0.0384628,0.0490617,0.279662,0.279662,"chr036839.1",1290001,1390000
"NC_036839.1",1360000,0,0,0.20679,0.20679,"chr036839.1",1310001,1410000
"NC_036839.1",1370000,0,0,0.252699,0.252699,"chr036839.1",1320001,1420000
"NC_036839.1",1380000,0,0,0.228565,0.228565,"chr036839.1",1330001,1430000
"NC_036839.1",1500000,0,0,0.207339,0.207339,"chr036839.1",1450001,1550000
"NC_036839.1",1510000,0,0,0.33017,0.33017,"chr036839.1",1460001,1560000
"NC_036839.1",1520000,0,0,0.356093,0.356093,"chr036839.1",1470001,1570000
"NC_036839.1",1530000,0,0,0.365128,0.365128,"chr036839.1",1480001,1580000
"NC_036839.1",1540000,0,0,0.357224,0.357224,"chr036839.1",1490001,1590000
"NC_036839.1",1550000,0,0,0.399055,0.399055,"chr036839.1",1500001,1600000
"NC_036839.1",1560000,0,0,0.41284,0.41284,"chr036839.1",1510001,1610000
"NC_036839.1",1570000,0,0,0.409823,0.409823,"chr036839.1",1520001,1620000
"NC_036839.1",1580000,0,0,0.403659,0.403659,"chr036839.1",1530001,1630000
"NC_036839.1",1590000,0,0,0.476008,0.476008,"chr036839.1",1540001,1640000
"NC_036839.1",1600000,0,0,0.453556,0.453556,"chr036839.1",1550001,1650000
"NC_036839.1",1610000,0,0,0.242322,0.242322,"chr036839.1",1560001,1660000
"NC_036839.1",1620000,0,0,0.207473,0.207473,"chr036839.1",1570001,1670000
"NC_036839.1",2380000,0.0220923,0,0.259338,0.259338,"chr036839.1",2330001,2430000
"NC_036839.1",2390000,0,0,0.209788,0.209788,"chr036839.1",2340001,2440000
"NC_036839.1",2400000,0,0,0.2088,0.2088,"chr036839.1",2350001,2450000
"NC_036839.1",2420000,0.0162518,0,0.208277,0.208277,"chr036839.1",2370001,2470000
"NC_036839.1",2540000,0,0,0.235561,0.235561,"chr036839.1",2490001,2590000
"NC_036839.1",2550000,0,0,0.260591,0.260591,"chr036839.1",2500001,2600000
"NC_036839.1",2560000,0,0,0.25854,0.25854,"chr036839.1",2510001,2610000
"NC_036839.1",2570000,0,0,0.263826,0.263826,"chr036839.1",2520001,2620000
"NC_036839.1",2580000,0,0,0.261177,0.261177,"chr036839.1",2530001,2630000
"NC_036839.1",2590000,0,0.00695641,0.238281,0.238281,"chr036839.1",2540001,2640000
"NC_036839.1",2600000,0,0.0026231,0.235206,0.235206,"chr036839.1",2550001,2650000
"NC_036839.1",2610000,0,0,0.258843,0.258843,"chr036839.1",2560001,2660000
"NC_036839.1",2620000,0,0,0.297064,0.297064,"chr036839.1",2570001,2670000
"NC_036839.1",7880000,0.0634493,0.211817,0.0064854,0.211817,"chr036839.1",7830001,7930000
"NC_036839.1",7890000,0.0651628,0.216392,0,0.216392,"chr036839.1",7840001,7940000
"NC_036839.1",7900000,0.0514566,0.239011,0.00341251,0.239011,"chr036839.1",7850001,7950000
"NC_036839.1",7910000,0.0504004,0.210971,0,0.210971,"chr036839.1",7860001,7960000
"NC_036839.1",8620000,0.0212322,0.263511,0.0225234,0.263511,"chr036839.1",8570001,8670000
"NC_036839.1",8630000,0.00196016,0.283282,0.0159884,0.283282,"chr036839.1",8580001,8680000
"NC_036839.1",8640000,0,0.333505,0,0.333505,"chr036839.1",8590001,8690000
"NC_036839.1",8650000,0,0.334384,0,0.334384,"chr036839.1",8600001,8700000
"NC_036839.1",8660000,0,0.295759,0,0.295759,"chr036839.1",8610001,8710000
"NC_036839.1",8670000,0,0.284778,0,0.284778,"chr036839.1",8620001,8720000
"NC_036839.1",8680000,0,0.306207,0,0.306207,"chr036839.1",8630001,8730000
"NC_036839.1",8690000,0,0.278422,0,0.278422,"chr036839.1",8640001,8740000
"NC_036839.1",8700000,0,0.238512,0,0.238512,"chr036839.1",8650001,8750000
"NC_036839.1",8710000,0,0.227413,0,0.227413,"chr036839.1",8660001,8760000
"NC_036839.1",12170000,0.202024,0,0,0.202024,"chr036839.1",12120001,12220000
"NC_036839.1",12180000,0.231161,0,0,0.231161,"chr036839.1",12130001,12230000
"NC_036839.1",12190000,0.244089,0,0,0.244089,"chr036839.1",12140001,12240000
"NC_036839.1",12200000,0.246492,0,0,0.246492,"chr036839.1",12150001,12250000
"NC_036839.1",12210000,0.224347,0,0,0.224347,"chr036839.1",12160001,12260000
"NC_036839.1",12220000,0.229694,0,0,0.229694,"chr036839.1",12170001,12270000
"NC_036839.1",13200000,0.0950601,0.0886319,0.208379,0.208379,"chr036839.1",13150001,13250000
"NC_036839.1",13210000,0.0600597,0.100509,0.244375,0.244375,"chr036839.1",13160001,13260000
"NC_036839.1",13220000,0.0999289,0.125326,0.267927,0.267927,"chr036839.1",13170001,13270000
"NC_036839.1",13230000,0.130838,0.166503,0.289284,0.289284,"chr036839.1",13180001,13280000
"NC_036839.1",13240000,0.15109,0.156806,0.260314,0.260314,"chr036839.1",13190001,13290000
"NC_036839.1",16550000,0,0.259484,0,0.259484,"chr036839.1",16500001,16600000
"NC_036839.1",16560000,0,0.307812,0,0.307812,"chr036839.1",16510001,16610000
"NC_036839.1",16570000,0,0.338995,0,0.338995,"chr036839.1",16520001,16620000
"NC_036839.1",16580000,0,0.365473,0,0.365473,"chr036839.1",16530001,16630000
"NC_036839.1",16590000,0,0.364109,0,0.364109,"chr036839.1",16540001,16640000
"NC_036839.1",16600000,0,0.386948,0,0.386948,"chr036839.1",16550001,16650000
"NC_036839.1",16610000,0,0.395394,0,0.395394,"chr036839.1",16560001,16660000
"NC_036839.1",16620000,0,0.378654,0,0.378654,"chr036839.1",16570001,16670000
"NC_036839.1",16630000,0,0.397481,0,0.397481,"chr036839.1",16580001,16680000
"NC_036839.1",16640000,0,0.385325,0,0.385325,"chr036839.1",16590001,16690000
"NC_036839.1",16650000,0,0.338119,0,0.338119,"chr036839.1",16600001,16700000
"NC_036839.1",16660000,0,0.332616,0,0.332616,"chr036839.1",16610001,16710000
"NC_036839.1",16670000,0,0.29771,0,0.29771,"chr036839.1",16620001,16720000
"NC_036839.1",16680000,0,0.245339,0,0.245339,"chr036839.1",16630001,16730000
"NC_036839.1",16750000,0,0.00932296,0.207327,0.207327,"chr036839.1",16700001,16800000
"NC_036839.1",16760000,0,0.00279771,0.212787,0.212787,"chr036839.1",16710001,16810000
"NC_036839.1",16770000,0,0.00220024,0.239285,0.239285,"chr036839.1",16720001,16820000
"NC_036839.1",16780000,0,0.0014204,0.251521,0.251521,"chr036839.1",16730001,16830000
"NC_036839.1",16790000,0,0,0.279463,0.279463,"chr036839.1",16740001,16840000
"NC_036839.1",16800000,0,0.0180247,0.252814,0.252814,"chr036839.1",16750001,16850000
"NC_036839.1",16810000,0,0.00114677,0.261259,0.261259,"chr036839.1",16760001,16860000
"NC_036839.1",16820000,0,0.0392953,0.412602,0.412602,"chr036839.1",16770001,16870000
"NC_036839.1",16830000,0.0137886,0.0331941,0.471047,0.471047,"chr036839.1",16780001,16880000
"NC_036839.1",16840000,0.0158612,0.0455129,0.461025,0.461025,"chr036839.1",16790001,16890000
"NC_036839.1",16850000,0.0345615,0.0730594,0.440509,0.440509,"chr036839.1",16800001,16900000
"NC_036839.1",16860000,0.0385248,0.0513924,0.449117,0.449117,"chr036839.1",16810001,16910000
"NC_036839.1",16870000,0.0457024,0.0439774,0.455642,0.455642,"chr036839.1",16820001,16920000
"NC_036839.1",16880000,0.0501309,0.0538037,0.442295,0.442295,"chr036839.1",16830001,16930000
"NC_036839.1",16890000,0.0436191,0.0582444,0.429807,0.429807,"chr036839.1",16840001,16940000
"NC_036839.1",16900000,0.0175421,0.0455047,0.42197,0.42197,"chr036839.1",16850001,16950000
"NC_036839.1",16910000,0.0035571,0.0487889,0.384941,0.384941,"chr036839.1",16860001,16960000
"NC_036839.1",16920000,0,0.0383745,0.378517,0.378517,"chr036839.1",16870001,16970000
"NC_036839.1",16930000,0,0.0314813,0.226463,0.226463,"chr036839.1",16880001,16980000
"NC_036839.1",22120000,0,0.210692,0,0.210692,"chr036839.1",22070001,22170000
"NC_036839.1",23390000,0.207974,0.0576341,0.218139,0.218139,"chr036839.1",23340001,23440000
"NC_036839.1",23400000,0.211877,0.056029,0.239204,0.239204,"chr036839.1",23350001,23450000
"NC_036839.1",23410000,0.218198,0.0395879,0.254447,0.254447,"chr036839.1",23360001,23460000
"NC_036839.1",23420000,0.214766,0.0346106,0.251066,0.251066,"chr036839.1",23370001,23470000
"NC_036839.1",23430000,0.192982,0.0258693,0.226928,0.226928,"chr036839.1",23380001,23480000
"NC_036839.1",23440000,0.219318,0.00823597,0.254749,0.254749,"chr036839.1",23390001,23490000
"NC_036839.1",23450000,0.217484,0.00131845,0.257295,0.257295,"chr036839.1",23400001,23500000
"NC_036839.1",23460000,0.218628,0.00350675,0.256695,0.256695,"chr036839.1",23410001,23510000
"NC_036839.1",23470000,0.215598,0.00983304,0.268295,0.268295,"chr036839.1",23420001,23520000
"NC_036839.1",23480000,0.145989,0.010389,0.219156,0.219156,"chr036839.1",23430001,23530000
"NC_036839.1",23700000,0.0884737,0.0101463,0.204346,0.204346,"chr036839.1",23650001,23750000
"NC_036839.1",24070000,0.236406,0.0284593,0.0035042,0.236406,"chr036839.1",24020001,24120000
"NC_036839.1",24080000,0.233812,0.0261318,0.00553942,0.233812,"chr036839.1",24030001,24130000
"NC_036839.1",24090000,0.259873,0.0216904,0.00553456,0.259873,"chr036839.1",24040001,24140000
"NC_036839.1",24100000,0.238782,0.0232198,0.0058076,0.238782,"chr036839.1",24050001,24150000
"NC_036839.1",24110000,0.236048,0.0275002,0.00706966,0.236048,"chr036839.1",24060001,24160000
"NC_036839.1",24120000,0.269152,0.0246742,0.0120058,0.269152,"chr036839.1",24070001,24170000
"NC_036839.1",24130000,0.280486,0.0237253,0.0127852,0.280486,"chr036839.1",24080001,24180000
"NC_036839.1",24140000,0.267729,0.0225863,0.0063758,0.267729,"chr036839.1",24090001,24190000
"NC_036839.1",24150000,0.212274,0.0164169,0.00563768,0.212274,"chr036839.1",24100001,24200000
"NC_036839.1",25070000,0.231115,0,0,0.231115,"chr036839.1",25020001,25120000
"NC_036839.1",25080000,0.223165,0,0,0.223165,"chr036839.1",25030001,25130000
"NC_036839.1",25490000,0.22907,0.0382397,0.0924433,0.22907,"chr036839.1",25440001,25540000
"NC_036839.1",25500000,0.291092,0.041854,0.0756462,0.291092,"chr036839.1",25450001,25550000
"NC_036839.1",25510000,0.294984,0.0312617,0.0888169,0.294984,"chr036839.1",25460001,25560000
"NC_036839.1",25520000,0.27398,0.0176333,0.0862949,0.27398,"chr036839.1",25470001,25570000
"NC_036839.1",25530000,0.282458,0.013147,0.0888211,0.282458,"chr036839.1",25480001,25580000
"NC_036839.1",25540000,0.28903,0.0247539,0.0939868,0.28903,"chr036839.1",25490001,25590000
"NC_036839.1",25550000,0.289539,0.0325359,0.100752,0.289539,"chr036839.1",25500001,25600000
"NC_036839.1",25560000,0.346235,0.0288471,0.128134,0.346235,"chr036839.1",25510001,25610000
"NC_036839.1",25570000,0.351547,0.031446,0.137541,0.351547,"chr036839.1",25520001,25620000
"NC_036839.1",25580000,0.352635,0.0523441,0.163184,0.352635,"chr036839.1",25530001,25630000
"NC_036839.1",25590000,0.332921,0.054609,0.165161,0.332921,"chr036839.1",25540001,25640000
"NC_036839.1",25600000,0.327461,0.0449918,0.208773,0.327461,"chr036839.1",25550001,25650000
"NC_036839.1",25610000,0.336592,0.062856,0.225832,0.336592,"chr036839.1",25560001,25660000
"NC_036839.1",25620000,0.444621,0.109265,0.287386,0.444621,"chr036839.1",25570001,25670000
"NC_036839.1",25630000,0.388378,0.0866022,0.252649,0.388378,"chr036839.1",25580001,25680000
"NC_036839.1",25640000,0.370949,0.0662946,0.24335,0.370949,"chr036839.1",25590001,25690000
"NC_036839.1",25650000,0.395354,0.037547,0.249579,0.395354,"chr036839.1",25600001,25700000
"NC_036839.1",25660000,0.35003,0.0461168,0.202726,0.35003,"chr036839.1",25610001,25710000
"NC_036839.1",25670000,0.358506,0.0123983,0.18524,0.358506,"chr036839.1",25620001,25720000
"NC_036839.1",33990000,0.0288133,0.244837,0,0.244837,"chr036839.1",33940001,34040000
"NC_036839.1",3.4e+07,0.0212186,0.257868,0,0.257868,"chr036839.1",33950001,34050000
"NC_036839.1",34010000,0.0227262,0.2483,0,0.2483,"chr036839.1",33960001,34060000
"NC_036839.1",34020000,0.0204271,0.256623,0,0.256623,"chr036839.1",33970001,34070000
"NC_036839.1",34030000,0.0173791,0.244657,0,0.244657,"chr036839.1",33980001,34080000
"NC_036839.1",34040000,0.0247774,0.235007,0,0.235007,"chr036839.1",33990001,34090000
"NC_036839.1",34050000,0.039165,0.223641,0.00369778,0.223641,"chr036839.1",34000001,34100000
